,Attended_Event,Times_Contacted,Days_to_Respond,Lead_Acquired,Total_Campaign_Cost,Marketing_Campaign_AutumnAwareness,Marketing_Campaign_SpringGrowth,Marketing_Campaign_SummerSales,Marketing_Campaign_WinterBoost,Marketing_Campaign_YearEndPush,Lead_State_CA,Lead_State_FL,Lead_State_GA,Lead_State_IL,Lead_State_MI,Lead_State_NC,Lead_State_NY,Lead_State_OH,Lead_State_PA,Lead_State_TX,Engagement_Level_High,Engagement_Level_Low,Engagement_Level_Medium,Engagement_Level_Very High,Campaign_Type_Hybrid,Campaign_Type_In-Person,Campaign_Type_Online,Lead_Type_Corporate,Lead_Type_Individual,Lead_Type_Non-Profit,bucket,predicted_number_of_lead,cost_to_acq,earned_profit,predicted_profit,predicted_acq_spent
2832,1,4,5,1,7277.37,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,17722.63,31186352.00068979,24238647.99931021
2833,0,2,14,0,3704.48,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2834,0,2,4,0,5395.969999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2835,0,2,14,0,3840.81,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2836,0,1,11,0,3611.5299999999997,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2837,1,3,7,1,11449.83,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,13550.17,30240604.38106722,21859395.61893278
2838,0,3,2,1,17575.239999999998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,2217.0,10933.084347907177,7424.760000000002,31186352.00068979,24238647.99931021
2839,1,5,13,0,4562.42,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2840,0,5,5,1,9467.77,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,0,1310.0,10625.682143811375,15532.23,18830356.3916071,13919643.608392902
2841,1,1,4,0,3267.67,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2842,0,3,7,0,7873.610000000001,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2843,0,7,4,0,1952.03,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,4,741.0,10625.682143811375,0.0,10651369.53143577,7873630.468564229
2844,0,2,7,1,9403.07,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,15596.93,30240604.38106722,21859395.61893278
2845,0,3,6,1,7583.36,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,17416.64,31186352.00068979,24238647.99931021
2846,0,2,3,0,6213.74,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2847,1,1,15,0,4578.139999999999,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2848,0,2,16,0,5439.36,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2849,1,4,1,1,9513.53,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,15486.47,30240604.38106722,21859395.61893278
2850,0,1,19,0,3953.93,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,4,741.0,10625.682143811375,0.0,10651369.53143577,7873630.468564229
2851,0,3,11,0,3199.71,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2852,0,1,18,0,3761.76,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2853,1,3,18,0,4112.01,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2854,0,1,2,1,15252.97,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,9747.03,18830356.3916071,13919643.608392902
2855,1,3,5,0,2115.71,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2856,0,5,4,1,6771.8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,1310.0,10625.682143811375,18228.2,18830356.3916071,13919643.608392902
2857,1,1,12,0,2437.42,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2858,1,4,18,0,7505.79,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,4,741.0,10625.682143811375,0.0,10651369.53143577,7873630.468564229
2859,0,5,11,0,7815.01,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2860,1,3,3,1,6947.23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,3,2084.0,10489.153368009971,18052.77,30240604.38106722,21859395.61893278
2861,1,3,3,1,12310.46,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,12689.54,18830356.3916071,13919643.608392902
2862,1,2,18,0,4391.110000000001,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2863,0,6,7,1,10698.94,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0,1310.0,10625.682143811375,14301.06,18830356.3916071,13919643.608392902
2864,0,2,7,1,12916.66,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,2217.0,10933.084347907177,12083.34,31186352.00068979,24238647.99931021
2865,0,2,5,1,15892.369999999999,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,2217.0,10933.084347907177,9107.630000000001,31186352.00068979,24238647.99931021
2866,0,5,4,1,14493.24,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,10506.76,31186352.00068979,24238647.99931021
2867,0,5,13,0,2826.4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2868,0,6,2,1,5970.86,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,19029.14,31186352.00068979,24238647.99931021
2869,0,2,11,0,7160.27,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2870,1,4,11,0,4831.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2871,1,2,7,1,11830.3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,3,2084.0,10489.153368009971,13169.7,30240604.38106722,21859395.61893278
2872,1,3,7,0,7488.18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2873,1,1,18,0,4594.88,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,4,741.0,10625.682143811375,0.0,10651369.53143577,7873630.468564229
2874,1,3,7,1,4414.969999999999,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,1,2217.0,10933.084347907177,20585.03,31186352.00068979,24238647.99931021
2875,1,3,5,1,12889.03,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,2,795.0,10361.884828242606,12110.97,11637301.561547128,8237698.4384528715
2876,0,1,1,1,17978.56,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,7021.439999999999,31186352.00068979,24238647.99931021
2877,1,0,5,1,14737.05,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,10262.95,30240604.38106722,21859395.61893278
2878,1,4,4,1,5546.24,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,4,741.0,10625.682143811375,19453.760000000002,10651369.53143577,7873630.468564229
2879,0,4,6,1,5633.38,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,19366.62,31186352.00068979,24238647.99931021
2880,0,3,4,1,19877.57,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,5122.43,31186352.00068979,24238647.99931021
2881,0,1,3,1,4349.74,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,0,1310.0,10625.682143811375,20650.260000000002,18830356.3916071,13919643.608392902
2882,1,0,1,1,16326.35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,8673.65,31186352.00068979,24238647.99931021
2883,1,0,3,1,14471.9,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,2,795.0,10361.884828242606,10528.1,11637301.561547128,8237698.4384528715
2884,1,1,3,0,2418.9300000000003,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2885,1,3,2,1,5236.42,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,4,741.0,10625.682143811375,19763.58,10651369.53143577,7873630.468564229
2886,0,0,5,0,5513.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2887,0,3,2,1,7519.62,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,17480.38,30240604.38106722,21859395.61893278
2888,0,2,0,1,11265.17,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,2,795.0,10361.884828242606,13734.83,11637301.561547128,8237698.4384528715
2889,0,4,4,1,4465.530000000001,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,2,795.0,10361.884828242606,20534.47,11637301.561547128,8237698.4384528715
2890,0,4,1,1,12176.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,2,795.0,10361.884828242606,12824.0,11637301.561547128,8237698.4384528715
2891,0,5,19,0,6302.64,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2892,0,0,1,1,12614.4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1,2217.0,10933.084347907177,12385.6,31186352.00068979,24238647.99931021
2893,0,4,5,0,5330.41,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,4,741.0,10625.682143811375,0.0,10651369.53143577,7873630.468564229
2894,0,3,3,1,14702.32,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,2217.0,10933.084347907177,10297.68,31186352.00068979,24238647.99931021
2895,1,6,7,0,4613.46,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2896,0,3,5,1,16042.3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1,2217.0,10933.084347907177,8957.7,31186352.00068979,24238647.99931021
2897,1,7,15,0,5723.92,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2898,0,1,5,1,10740.47,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,14259.53,18830356.3916071,13919643.608392902
2899,1,4,8,0,4515.78,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2900,1,3,13,0,4988.9,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2901,0,2,3,1,6218.5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,4,741.0,10625.682143811375,18781.5,10651369.53143577,7873630.468564229
2902,1,1,3,0,2497.34,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2903,1,1,6,1,20331.94,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,4668.060000000001,31186352.00068979,24238647.99931021
2904,0,0,19,0,5736.46,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2905,1,2,5,1,16900.69,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,8099.310000000001,31186352.00068979,24238647.99931021
2906,1,4,1,1,11995.72,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0,1310.0,10625.682143811375,13004.28,18830356.3916071,13919643.608392902
2907,1,2,7,1,17527.42,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,1310.0,10625.682143811375,7472.580000000002,18830356.3916071,13919643.608392902
2908,0,4,14,0,2600.88,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2909,0,2,14,0,1582.92,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2910,0,4,7,1,3328.7799999999997,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,3,2084.0,10489.153368009971,21671.22,30240604.38106722,21859395.61893278
2911,0,3,7,1,8480.220000000001,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,16519.78,31186352.00068979,24238647.99931021
2912,0,5,3,1,15073.67,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,1,2217.0,10933.084347907177,9926.33,31186352.00068979,24238647.99931021
2913,0,5,6,0,3369.7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2914,0,2,8,0,2595.1800000000003,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2915,0,4,7,1,12416.64,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,12583.36,31186352.00068979,24238647.99931021
2916,1,2,13,0,8117.92,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2917,0,3,5,1,12086.72,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1,2217.0,10933.084347907177,12913.28,31186352.00068979,24238647.99931021
2918,1,1,0,1,12900.21,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,2,795.0,10361.884828242606,12099.79,11637301.561547128,8237698.4384528715
2919,1,4,15,0,6505.09,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2920,0,3,2,0,4734.54,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2921,0,4,4,1,14726.36,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,1310.0,10625.682143811375,10273.64,18830356.3916071,13919643.608392902
2922,0,4,11,0,8792.5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2923,0,2,0,1,7273.3099999999995,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,17726.690000000002,18830356.3916071,13919643.608392902
2924,1,3,10,0,6100.23,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2925,1,3,11,0,5263.26,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2926,0,3,8,0,5459.1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2927,0,3,17,0,6314.85,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2928,1,1,13,0,2843.15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2929,0,3,13,0,5037.1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2930,0,3,5,1,12714.84,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,12285.16,30240604.38106722,21859395.61893278
2931,1,3,2,1,15037.23,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,3,2084.0,10489.153368009971,9962.77,30240604.38106722,21859395.61893278
2932,0,1,1,1,21922.18,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,3,2084.0,10489.153368009971,3077.8199999999997,30240604.38106722,21859395.61893278
2933,1,2,14,0,3082.19,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2934,1,2,0,1,13144.42,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,1,2217.0,10933.084347907177,11855.58,31186352.00068979,24238647.99931021
2935,1,4,0,1,15487.54,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,9512.46,31186352.00068979,24238647.99931021
2936,1,2,3,1,8500.53,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1,2217.0,10933.084347907177,16499.47,31186352.00068979,24238647.99931021
2937,1,1,3,1,8124.14,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,16875.86,31186352.00068979,24238647.99931021
2938,0,3,3,1,18306.03,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,1,2217.0,10933.084347907177,6693.970000000001,31186352.00068979,24238647.99931021
2939,0,2,19,0,7473.9400000000005,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2940,0,4,4,0,6730.77,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2941,1,4,5,1,9478.72,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,1,2217.0,10933.084347907177,15521.28,31186352.00068979,24238647.99931021
2942,0,1,8,0,2453.35,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2943,0,5,6,1,18854.81,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,1,2217.0,10933.084347907177,6145.189999999999,31186352.00068979,24238647.99931021
2944,1,4,2,0,6383.72,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,4,741.0,10625.682143811375,0.0,10651369.53143577,7873630.468564229
2945,0,8,4,0,5030.77,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0,1310.0,10625.682143811375,0.0,18830356.3916071,13919643.608392902
2946,0,2,15,0,2650.06,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2947,1,3,6,1,17233.07,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,3,2084.0,10489.153368009971,7766.93,30240604.38106722,21859395.61893278
2948,1,2,5,0,5189.38,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2949,1,0,7,1,19104.32,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0,1310.0,10625.682143811375,5895.68,18830356.3916071,13919643.608392902
2950,1,3,7,0,4702.75,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2951,1,3,10,0,6857.5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2952,1,0,2,1,8752.05,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,1,2217.0,10933.084347907177,16247.95,31186352.00068979,24238647.99931021
2953,0,1,12,0,5261.48,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2954,1,0,0,1,15006.27,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,1310.0,10625.682143811375,9993.73,18830356.3916071,13919643.608392902
2955,0,2,4,1,12130.15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,1,2217.0,10933.084347907177,12869.85,31186352.00068979,24238647.99931021
2956,0,2,7,1,10605.79,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,2,795.0,10361.884828242606,14394.21,11637301.561547128,8237698.4384528715
2957,1,3,16,0,3990.91,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,2,795.0,10361.884828242606,0.0,11637301.561547128,8237698.4384528715
2958,1,2,10,0,7045.02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2959,0,2,7,1,5975.85,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,1310.0,10625.682143811375,19024.15,18830356.3916071,13919643.608392902
2960,0,5,12,0,7007.12,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,0.0,30240604.38106722,21859395.61893278
2961,1,4,3,1,8831.96,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1,2217.0,10933.084347907177,16168.04,31186352.00068979,24238647.99931021
2962,1,2,2,1,17269.57,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,3,2084.0,10489.153368009971,7730.43,30240604.38106722,21859395.61893278
2963,1,0,11,0,3391.85,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,1,2217.0,10933.084347907177,0.0,31186352.00068979,24238647.99931021
2964,0,3,5,1,10699.1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,3,2084.0,10489.153368009971,14300.9,30240604.38106722,21859395.61893278
