,Lead_ID,Lead_Type,Marketing_Campaign,Campaign_Type,Campaign_Cost,Attended_Event,Cost_to_Acquire_Lead,Times_Contacted,Days_to_Respond,Engagement_Level,Lead_State,Lead_Acquired
2746,2747,Individual,WinterBoost,Hybrid,2847.73,1,9583.0,3,1,Medium,CA,1
2747,2748,Individual,AutumnAwareness,Hybrid,3267.93,1,7625.0,0,6,Very High,NC,1
2748,2749,Corporate,YearEndPush,In-Person,4336.94,1,1927.0,7,8,Low,PA,0
2749,2750,Individual,YearEndPush,In-Person,3513.93,0,10704.0,2,5,High,IL,1
2750,2751,Individual,SummerSales,In-Person,2988.98,0,8168.0,2,4,Very High,MI,1
2751,2752,Individual,SpringGrowth,Online,1862.74,0,14234.0,2,6,Low,TX,1
2752,2753,Individual,SpringGrowth,In-Person,5195.93,0,3847.0,5,4,Medium,NC,1
2753,2754,Individual,WinterBoost,Online,1776.41,1,16243.0,2,0,Very High,FL,1
2754,2755,Corporate,WinterBoost,Online,1861.78,0,4802.0,7,18,Medium,GA,0
2755,2756,Individual,WinterBoost,Hybrid,3893.83,0,5208.0,1,0,Very High,TX,1
2756,2757,Individual,SummerSales,In-Person,3386.35,1,14162.0,3,3,Low,GA,1
2757,2758,Corporate,AutumnAwareness,Online,1430.78,0,639.0,2,7,Medium,TX,0
2758,2759,Corporate,WinterBoost,Hybrid,3023.86,0,7876.0,3,3,High,CA,1
2759,2760,Individual,WinterBoost,In-Person,4712.76,0,9430.0,3,5,Medium,TX,1
2760,2761,Individual,WinterBoost,Online,1487.36,0,2465.0,2,11,Low,PA,0
2761,2762,Individual,SummerSales,In-Person,3667.13,1,4538.0,4,5,Very High,FL,0
2762,2763,Individual,YearEndPush,Online,2346.45,0,11614.0,5,4,Medium,OH,1
2763,2764,Individual,AutumnAwareness,In-Person,4031.15,0,2137.0,0,6,Low,TX,1
2764,2765,Individual,YearEndPush,Online,2342.74,0,3601.0,5,2,High,CA,0
2765,2766,Non-Profit,SpringGrowth,Online,1450.0,0,4047.0,0,8,High,NY,0
2766,2767,Individual,SpringGrowth,Online,2632.22,1,3126.0,6,17,Low,NY,0
2767,2768,Individual,WinterBoost,Online,1986.79,0,7366.0,3,2,Very High,CA,1
2768,2769,Individual,YearEndPush,Online,1697.55,1,4832.0,3,18,Very High,TX,0
2769,2770,Individual,SummerSales,Online,2250.72,1,3637.0,2,6,Medium,NC,0
2770,2771,Individual,AutumnAwareness,In-Person,3884.69,1,8293.0,3,6,Very High,GA,1
2771,2772,Individual,YearEndPush,Online,2541.2,1,4274.0,2,11,Low,PA,0
2772,2773,Corporate,YearEndPush,Online,1975.11,0,4508.0,5,7,Medium,NY,1
2773,2774,Individual,AutumnAwareness,Online,2516.55,0,2596.0,6,8,Medium,GA,0
2774,2775,Individual,YearEndPush,In-Person,3155.55,1,8716.0,1,3,High,NC,1
2775,2776,Individual,YearEndPush,Online,1849.46,1,4386.0,5,14,Medium,TX,0
2776,2777,Individual,AutumnAwareness,Online,2065.45,0,4839.0,4,8,Medium,OH,0
2777,2778,Individual,SummerSales,Online,1671.98,1,2189.0,0,16,High,NY,0
2778,2779,Individual,AutumnAwareness,In-Person,3951.05,0,11925.0,9,4,Medium,TX,1
2779,2780,Individual,WinterBoost,Online,1888.54,1,3421.0,3,18,Medium,CA,0
2780,2781,Individual,WinterBoost,Online,1823.58,0,8872.0,2,6,Low,MI,1
2781,2782,Corporate,WinterBoost,In-Person,4440.59,0,11817.0,2,6,Low,TX,1
2782,2783,Non-Profit,WinterBoost,Online,1247.9,0,7100.0,4,3,Very High,NY,1
2783,2784,Corporate,SpringGrowth,Hybrid,3582.48,1,3681.0,3,4,High,MI,0
2784,2785,Corporate,SummerSales,In-Person,4658.59,1,13149.0,2,7,Low,GA,1
2785,2786,Individual,SpringGrowth,Online,1811.56,1,13981.0,5,6,Low,NC,1
2786,2787,Non-Profit,YearEndPush,In-Person,4380.83,1,2649.0,1,6,Low,MI,0
2787,2788,Individual,YearEndPush,Online,2319.48,1,1316.0,2,11,Low,MI,0
2788,2789,Non-Profit,AutumnAwareness,Online,2018.61,0,12866.0,2,6,Medium,NC,1
2789,2790,Non-Profit,WinterBoost,In-Person,4661.35,0,4985.0,4,6,Medium,PA,0
2790,2791,Corporate,AutumnAwareness,Online,1980.24,1,13380.0,1,1,Very High,TX,1
2791,2792,Non-Profit,YearEndPush,Online,2249.3,1,4078.0,4,8,Very High,NC,0
2792,2793,Individual,WinterBoost,Hybrid,2655.74,1,841.0,3,8,Low,NC,0
2793,2794,Individual,SummerSales,Online,2426.53,1,2899.0,1,7,High,NY,1
2794,2795,Individual,YearEndPush,Online,2894.61,1,4285.0,8,15,Medium,NC,0
2795,2796,Individual,AutumnAwareness,Online,2336.55,1,1814.0,6,16,Low,OH,0
2796,2797,Individual,AutumnAwareness,Online,1265.35,1,4144.0,0,6,Low,GA,0
2797,2798,Individual,YearEndPush,Online,2257.44,1,747.0,1,6,Medium,TX,0
2798,2799,Non-Profit,SpringGrowth,In-Person,4503.22,0,2897.0,6,5,Low,CA,0
2799,2800,Individual,SummerSales,Hybrid,3351.4,0,918.0,4,10,Low,IL,0
2800,2801,Corporate,YearEndPush,Online,1890.64,1,342.0,0,13,Medium,GA,0
2801,2802,Corporate,YearEndPush,Online,1469.8,1,12026.0,6,0,Low,OH,1
2802,2803,Corporate,AutumnAwareness,In-Person,2576.1,0,4414.0,1,17,High,CA,0
2803,2804,Non-Profit,WinterBoost,In-Person,3871.17,1,9503.0,0,4,High,MI,1
2804,2805,Individual,WinterBoost,Online,2169.65,0,4204.0,1,9,Low,TX,0
2805,2806,Non-Profit,WinterBoost,Online,2140.48,0,4625.0,5,10,Low,IL,0
2806,2807,Corporate,AutumnAwareness,Online,2144.77,0,3005.0,2,6,Low,OH,1
2807,2808,Individual,WinterBoost,Online,2149.7,1,3977.0,7,13,Medium,FL,0
2808,2809,Individual,YearEndPush,Online,2349.01,1,112.0,3,8,Very High,FL,0
2809,2810,Corporate,SpringGrowth,Online,2070.7,0,3117.0,3,5,Low,IL,0
2810,2811,Individual,SpringGrowth,Online,1950.57,0,789.0,3,4,Low,NY,0
2811,2812,Individual,SpringGrowth,Online,1898.24,0,3238.0,2,2,Medium,OH,0
2812,2813,Individual,WinterBoost,Online,1857.45,1,7342.0,1,3,Medium,OH,1
2813,2814,Individual,SpringGrowth,Online,1891.87,0,9941.0,6,0,Medium,NY,1
2814,2815,Individual,WinterBoost,Online,2344.37,1,6820.0,4,7,Low,PA,1
2815,2816,Corporate,YearEndPush,In-Person,3115.46,1,10227.0,4,6,Very High,NY,1
2816,2817,Individual,YearEndPush,In-Person,2408.66,0,13224.0,6,6,Medium,NY,1
2817,2818,Individual,AutumnAwareness,In-Person,2801.98,0,7943.0,6,2,Low,CA,1
2818,2819,Individual,AutumnAwareness,Online,2037.98,0,3840.0,3,8,Medium,CA,0
2819,2820,Individual,SummerSales,Online,2096.18,1,776.0,2,10,Low,NY,0
2820,2821,Corporate,YearEndPush,Online,2100.5,0,3674.0,2,3,Low,IL,0
2821,2822,Individual,WinterBoost,Online,1763.92,0,5049.0,4,3,High,NC,1
2822,2823,Individual,SummerSales,Hybrid,3620.01,1,14894.0,1,4,Very High,CA,1
2823,2824,Individual,YearEndPush,Online,2035.99,1,8452.0,3,1,Medium,IL,1
2824,2825,Individual,WinterBoost,In-Person,4613.85,1,10149.0,2,0,Medium,FL,1
2825,2826,Corporate,YearEndPush,Online,1685.16,1,4238.0,2,7,High,OH,1
2826,2827,Corporate,YearEndPush,In-Person,3274.89,1,4403.0,3,8,Medium,MI,0
2827,2828,Individual,WinterBoost,Online,2475.13,1,1423.0,0,11,High,NY,0
2828,2829,Individual,YearEndPush,In-Person,5207.67,0,2965.0,2,3,Medium,OH,0
2829,2830,Individual,YearEndPush,Online,2001.39,0,4869.0,3,0,High,MI,1
2830,2831,Individual,YearEndPush,Online,2025.35,1,15175.0,5,1,Low,NC,1
2831,2832,Individual,AutumnAwareness,Hybrid,2951.47,0,16553.0,1,4,Medium,NY,1
2832,2833,Individual,SpringGrowth,Online,1642.37,1,5635.0,4,5,Medium,TX,1
2833,2834,Individual,YearEndPush,In-Person,2602.48,0,1102.0,2,14,Low,MI,0
2834,2835,Individual,WinterBoost,Online,2793.97,0,2602.0,2,4,Low,TX,0
2835,2836,Corporate,YearEndPush,Online,1975.81,0,1865.0,2,14,Medium,TX,0
2836,2837,Non-Profit,AutumnAwareness,Online,1958.53,0,1653.0,1,11,Medium,IL,0
2837,2838,Individual,AutumnAwareness,Online,1966.83,1,9483.0,3,7,Low,CA,1
2838,2839,Corporate,YearEndPush,In-Person,4187.24,0,13388.0,3,2,High,GA,1
2839,2840,Individual,SummerSales,Online,2171.42,1,2391.0,5,13,High,GA,0
2840,2841,Individual,SpringGrowth,In-Person,4556.77,0,4911.0,5,5,High,TX,1
2841,2842,Corporate,WinterBoost,Online,1182.67,1,2085.0,1,4,Low,GA,0
2842,2843,Corporate,WinterBoost,Hybrid,2907.61,0,4966.0,3,7,Medium,IL,0
2843,2844,Non-Profit,WinterBoost,Online,1615.03,0,337.0,7,4,High,NC,0
2844,2845,Individual,WinterBoost,Online,2268.07,0,7135.0,2,7,Medium,PA,1
2845,2846,Individual,AutumnAwareness,Online,2014.36,0,5569.0,3,6,High,CA,1
2846,2847,Corporate,SpringGrowth,Hybrid,2796.74,0,3417.0,2,3,High,CA,0
2847,2848,Individual,YearEndPush,Online,2086.14,1,2492.0,1,15,Medium,GA,0
2848,2849,Individual,YearEndPush,Online,1784.36,0,3655.0,2,16,High,NC,0
2849,2850,Individual,SummerSales,Online,1762.53,1,7751.0,4,1,Medium,CA,1
2850,2851,Individual,YearEndPush,Hybrid,2269.93,0,1684.0,1,19,High,TX,0
2851,2852,Individual,SpringGrowth,Online,1792.71,0,1407.0,3,11,Low,PA,0
2852,2853,Individual,YearEndPush,Online,1576.76,0,2185.0,1,18,Low,OH,0
2853,2854,Corporate,AutumnAwareness,Online,2193.01,1,1919.0,3,18,Medium,NC,0
2854,2855,Individual,YearEndPush,Online,2173.97,0,13079.0,1,2,Low,IL,1
2855,2856,Individual,WinterBoost,Online,1984.71,1,131.0,3,5,Medium,NY,0
2856,2857,Individual,WinterBoost,Online,2086.8,0,4685.0,5,4,Very High,IL,1
2857,2858,Individual,WinterBoost,Online,2046.42,1,391.0,1,12,Low,PA,0
2858,2859,Individual,WinterBoost,In-Person,3719.79,1,3786.0,4,18,Low,NY,0
2859,2860,Individual,AutumnAwareness,Hybrid,3328.01,0,4487.0,5,11,Low,PA,0
2860,2861,Corporate,AutumnAwareness,Online,2209.23,1,4738.0,3,3,Medium,TX,1
2861,2862,Individual,AutumnAwareness,Online,2358.46,1,9952.0,3,3,High,TX,1
2862,2863,Non-Profit,YearEndPush,Online,2649.11,1,1742.0,2,18,Medium,NC,0
2863,2864,Individual,WinterBoost,In-Person,3461.94,0,7237.0,6,7,High,FL,1
2864,2865,Individual,SummerSales,Online,1977.66,0,10939.0,2,7,Very High,CA,1
2865,2866,Individual,SummerSales,Hybrid,2867.37,0,13025.0,2,5,Medium,IL,1
2866,2867,Individual,WinterBoost,Online,1479.24,0,13014.0,5,4,High,PA,1
2867,2868,Corporate,SpringGrowth,Online,2149.4,0,677.0,5,13,Low,FL,0
2868,2869,Individual,YearEndPush,Online,1897.86,0,4073.0,6,2,Low,IL,1
2869,2870,Individual,SummerSales,Hybrid,3151.27,0,4009.0,2,11,High,GA,0
2870,2871,Corporate,AutumnAwareness,Hybrid,3508.0,1,1323.0,4,11,Medium,FL,0
2871,2872,Corporate,SpringGrowth,Hybrid,3477.3,1,8353.0,2,7,High,OH,1
2872,2873,Corporate,AutumnAwareness,In-Person,3312.18,1,4176.0,3,7,High,TX,0
2873,2874,Individual,SpringGrowth,Online,1842.88,1,2752.0,1,18,Low,FL,0
2874,2875,Corporate,SpringGrowth,Online,2789.97,1,1625.0,3,7,High,OH,1
2875,2876,Individual,YearEndPush,Online,1968.03,1,10921.0,3,5,Medium,OH,1
2876,2877,Individual,AutumnAwareness,In-Person,5075.56,0,12903.0,1,1,Medium,NY,1
2877,2878,Individual,AutumnAwareness,Online,1912.05,1,12825.0,0,5,Medium,CA,1
2878,2879,Individual,SummerSales,In-Person,2740.24,1,2806.0,4,4,Very High,CA,1
2879,2880,Individual,WinterBoost,Online,2032.38,0,3601.0,4,6,Low,FL,1
2880,2881,Individual,WinterBoost,In-Person,3696.57,0,16181.0,3,4,Medium,NC,1
2881,2882,Corporate,SummerSales,Hybrid,2714.74,0,1635.0,1,3,Very High,PA,1
2882,2883,Individual,SpringGrowth,In-Person,4257.35,1,12069.0,0,1,Medium,TX,1
2883,2884,Individual,SummerSales,In-Person,5660.9,1,8811.0,0,3,Medium,PA,1
2884,2885,Individual,SummerSales,Online,1872.93,1,546.0,1,3,High,TX,0
2885,2886,Corporate,AutumnAwareness,Online,2277.42,1,2959.0,3,2,Very High,MI,1
2886,2887,Individual,SummerSales,Hybrid,1994.25,0,3519.0,0,5,Medium,TX,0
2887,2888,Individual,SpringGrowth,Online,1788.62,0,5731.0,3,2,Medium,NC,1
2888,2889,Corporate,WinterBoost,Online,2109.17,0,9156.0,2,0,Low,NY,1
2889,2890,Corporate,YearEndPush,Online,2153.53,0,2312.0,4,4,Medium,CA,1
2890,2891,Individual,SummerSales,In-Person,2776.0,0,9400.0,4,1,Medium,FL,1
2891,2892,Individual,SummerSales,Online,1829.64,0,4473.0,5,19,High,GA,0
2892,2893,Corporate,AutumnAwareness,Online,2071.4,0,10543.0,0,1,Low,NC,1
2893,2894,Individual,AutumnAwareness,Hybrid,2189.41,0,3141.0,4,5,Medium,FL,0
2894,2895,Individual,SummerSales,Hybrid,3266.32,0,11436.0,3,3,High,NC,1
2895,2896,Corporate,SummerSales,Online,1934.46,1,2679.0,6,7,Low,IL,0
2896,2897,Individual,SpringGrowth,In-Person,4412.3,0,11630.0,3,5,Very High,NC,1
2897,2898,Individual,WinterBoost,In-Person,4201.92,1,1522.0,7,15,Medium,NC,0
2898,2899,Individual,WinterBoost,Online,1672.47,0,9068.0,1,5,High,OH,1
2899,2900,Individual,YearEndPush,Online,1806.78,1,2709.0,4,8,Medium,TX,0
2900,2901,Individual,WinterBoost,Online,1807.9,1,3181.0,3,13,Medium,MI,0
2901,2902,Corporate,YearEndPush,In-Person,3848.5,0,2370.0,2,3,Medium,MI,1
2902,2903,Individual,AutumnAwareness,Online,2339.34,1,158.0,1,3,Medium,OH,0
2903,2904,Individual,YearEndPush,In-Person,3604.94,1,16727.0,1,6,Low,PA,1
2904,2905,Individual,YearEndPush,In-Person,2477.46,0,3259.0,0,19,Medium,IL,0
2905,2906,Individual,WinterBoost,Online,1640.69,1,15260.0,2,5,Low,TX,1
2906,2907,Non-Profit,SummerSales,Online,1669.72,1,10326.0,4,1,Low,GA,1
2907,2908,Individual,AutumnAwareness,Online,2088.42,1,15439.0,2,7,Very High,GA,1
2908,2909,Individual,SpringGrowth,Online,2042.88,0,558.0,4,14,Medium,OH,0
2909,2910,Individual,YearEndPush,Online,1379.92,0,203.0,2,14,Medium,MI,0
2910,2911,Individual,YearEndPush,Online,1160.78,0,2168.0,4,7,Very High,IL,1
2911,2912,Individual,YearEndPush,In-Person,5687.22,0,2793.0,3,7,Low,CA,1
2912,2913,Corporate,SummerSales,Online,2293.67,0,12780.0,5,3,Very High,NY,1
2913,2914,Non-Profit,SpringGrowth,Online,2481.7,0,888.0,5,6,Medium,MI,0
2914,2915,Individual,WinterBoost,Online,1754.18,0,841.0,2,8,Medium,NC,0
2915,2916,Individual,AutumnAwareness,Online,2456.64,0,9960.0,4,7,High,TX,1
2916,2917,Corporate,SummerSales,In-Person,4611.92,1,3506.0,2,13,Medium,NC,0
2917,2918,Corporate,SpringGrowth,Online,1534.72,0,10552.0,3,5,Low,IL,1
2918,2919,Individual,AutumnAwareness,Online,2727.21,1,10173.0,1,0,Low,NY,1
2919,2920,Individual,WinterBoost,In-Person,4833.09,1,1672.0,4,15,Medium,OH,0
2920,2921,Individual,AutumnAwareness,Online,1933.54,0,2801.0,3,2,Low,TX,0
2921,2922,Corporate,YearEndPush,Online,1744.36,0,12982.0,4,4,Low,IL,1
2922,2923,Corporate,YearEndPush,In-Person,4042.5,0,4750.0,4,11,Medium,GA,0
2923,2924,Individual,SummerSales,Online,2383.31,0,4890.0,2,0,Medium,IL,1
2924,2925,Individual,AutumnAwareness,Online,1277.23,1,4823.0,3,10,Very High,PA,0
2925,2926,Corporate,YearEndPush,Online,1751.26,1,3512.0,3,11,Medium,NC,0
2926,2927,Corporate,SummerSales,Online,2383.1,0,3076.0,3,8,Low,NC,0
2927,2928,Non-Profit,SummerSales,In-Person,4080.85,0,2234.0,3,17,Low,NC,0
2928,2929,Corporate,SummerSales,In-Person,2316.15,1,527.0,1,13,High,PA,0
2929,2930,Individual,WinterBoost,Hybrid,2993.1,0,2044.0,3,13,Very High,GA,0
2930,2931,Individual,YearEndPush,Online,1761.84,0,10953.0,3,5,Medium,GA,1
2931,2932,Individual,YearEndPush,Hybrid,3013.23,1,12024.0,3,2,Low,IL,1
2932,2933,Individual,SpringGrowth,In-Person,5026.18,0,16896.0,1,1,Very High,FL,1
2933,2934,Individual,WinterBoost,Online,1711.19,1,1371.0,2,14,Low,OH,0
2934,2935,Corporate,YearEndPush,In-Person,3350.42,1,9794.0,2,0,Medium,FL,1
2935,2936,Individual,YearEndPush,Online,2001.54,1,13486.0,4,0,High,OH,1
2936,2937,Corporate,SpringGrowth,Online,1451.53,1,7049.0,2,3,Low,FL,1
2937,2938,Individual,AutumnAwareness,Online,1737.14,1,6387.0,1,3,High,NC,1
2938,2939,Non-Profit,AutumnAwareness,In-Person,2841.03,0,15465.0,3,3,Medium,PA,1
2939,2940,Individual,WinterBoost,Online,2792.94,0,4681.0,2,19,Low,OH,0
2940,2941,Individual,SummerSales,Online,1931.77,0,4799.0,4,4,Very High,IL,0
2941,2942,Individual,SpringGrowth,Hybrid,3644.72,1,5834.0,4,5,Low,NY,1
2942,2943,Individual,SpringGrowth,Online,1942.35,0,511.0,1,8,High,NC,0
2943,2944,Corporate,YearEndPush,Online,2278.81,0,16576.0,5,6,Low,NY,1
2944,2945,Corporate,YearEndPush,Hybrid,4352.72,1,2031.0,4,2,Low,CA,0
2945,2946,Individual,SpringGrowth,Online,2435.77,0,2595.0,8,4,Medium,NY,0
2946,2947,Individual,SummerSales,Online,2304.06,0,346.0,2,15,Medium,FL,0
2947,2948,Individual,AutumnAwareness,In-Person,4849.07,1,12384.0,3,6,Low,MI,1
2948,2949,Individual,WinterBoost,Online,2272.38,1,2917.0,2,5,Medium,NY,0
2949,2950,Corporate,AutumnAwareness,Hybrid,2120.32,1,16984.0,0,7,High,GA,1
2950,2951,Corporate,WinterBoost,Online,2431.75,1,2271.0,3,7,Medium,IL,0
2951,2952,Individual,SummerSales,In-Person,3426.5,1,3431.0,3,10,Medium,CA,0
2952,2953,Corporate,SpringGrowth,Online,1568.05,1,7184.0,0,2,Medium,GA,1
2953,2954,Individual,SummerSales,Online,2237.48,0,3024.0,1,12,Low,OH,0
2954,2955,Corporate,SpringGrowth,Online,1643.27,1,13363.0,0,0,Low,IL,1
2955,2956,Individual,YearEndPush,Online,1557.15,0,10573.0,2,4,Very High,PA,1
2956,2957,Corporate,WinterBoost,Online,2355.79,0,8250.0,2,7,Medium,CA,1
2957,2958,Corporate,YearEndPush,Online,1830.91,1,2160.0,3,16,Low,PA,0
2958,2959,Individual,SpringGrowth,In-Person,3611.02,1,3434.0,2,10,Medium,NC,0
2959,2960,Corporate,WinterBoost,Online,2240.85,0,3735.0,2,7,Low,MI,1
2960,2961,Individual,WinterBoost,Online,2012.12,0,4995.0,5,12,High,CA,0
2961,2962,Individual,YearEndPush,Online,2348.96,1,6483.0,4,3,High,FL,1
2962,2963,Individual,WinterBoost,Online,2202.57,1,15067.0,2,2,Low,OH,1
2963,2964,Non-Profit,SpringGrowth,Online,2347.85,1,1044.0,0,11,Low,OH,0
2964,2965,Corporate,SpringGrowth,Online,1447.1,0,9252.0,3,5,High,GA,1
2965,2966,Corporate,YearEndPush,Online,1936.42,1,2347.0,2,3,Medium,CA,0
2966,2967,Corporate,SummerSales,In-Person,4199.43,1,12726.0,3,7,Low,OH,1
2967,2968,Individual,SpringGrowth,In-Person,4169.32,0,6519.0,2,2,Medium,FL,1
2968,2969,Corporate,SpringGrowth,Online,1597.04,0,1362.0,5,15,High,OH,0
2969,2970,Individual,WinterBoost,Online,1603.84,0,9541.0,5,3,Medium,FL,1
2970,2971,Individual,WinterBoost,Online,2019.23,0,14581.0,4,1,High,OH,1
2971,2972,Individual,SpringGrowth,Hybrid,2471.66,0,4077.0,1,7,Medium,NC,1
2972,2973,Corporate,YearEndPush,Online,2134.4,1,2175.0,4,0,Very High,GA,1
2973,2974,Corporate,SummerSales,In-Person,3874.19,1,3939.0,4,3,Medium,CA,1
2974,2975,Individual,WinterBoost,Online,1431.44,1,275.0,3,5,High,TX,0
2975,2976,Individual,WinterBoost,Online,2684.2,1,1152.0,1,3,Medium,IL,0
2976,2977,Corporate,SummerSales,Hybrid,2945.49,1,11373.0,2,4,Medium,OH,1
2977,2978,Individual,WinterBoost,Hybrid,3132.86,0,7087.0,3,0,High,GA,1
2978,2979,Corporate,YearEndPush,Online,1825.61,1,2824.0,2,6,High,IL,0
2979,2980,Non-Profit,WinterBoost,In-Person,3472.44,1,2682.0,3,15,Medium,GA,0
2980,2981,Individual,WinterBoost,In-Person,4618.81,0,7445.0,1,2,High,CA,1
2981,2982,Individual,SpringGrowth,Online,2128.97,0,1417.0,5,16,Medium,MI,0
2982,2983,Corporate,YearEndPush,In-Person,3921.32,0,4672.0,6,7,Low,IL,0
2983,2984,Corporate,YearEndPush,Hybrid,3510.04,0,10968.0,3,6,High,GA,1
2984,2985,Individual,SpringGrowth,Online,2814.4,1,6267.0,3,4,Low,GA,1
2985,2986,Non-Profit,AutumnAwareness,Hybrid,3109.64,1,3467.0,2,16,Very High,CA,0
2986,2987,Individual,SummerSales,In-Person,3484.12,0,1774.0,4,15,Medium,OH,0
2987,2988,Individual,YearEndPush,Online,1808.23,1,433.0,2,9,Medium,NY,0
2988,2989,Corporate,AutumnAwareness,In-Person,3227.41,0,1364.0,1,13,Low,MI,0
2989,2990,Corporate,SummerSales,In-Person,4484.13,0,3277.0,1,5,Low,TX,0
2990,2991,Individual,YearEndPush,Online,1995.43,1,3045.0,1,7,High,PA,0
2991,2992,Corporate,WinterBoost,Online,2117.55,1,8504.0,5,0,Very High,OH,1
2992,2993,Individual,YearEndPush,In-Person,4770.13,1,9228.0,2,7,Very High,GA,1
2993,2994,Individual,SummerSales,In-Person,4175.93,0,4880.0,3,12,Medium,OH,0
2994,2995,Individual,AutumnAwareness,Online,1594.15,1,4756.0,3,8,Medium,IL,0
2995,2996,Corporate,WinterBoost,Online,2211.81,0,12939.0,4,7,Medium,PA,1
2996,2997,Individual,SummerSales,Online,1638.58,1,8109.0,1,4,Medium,NY,1
2997,2998,Individual,SummerSales,Online,1693.5,0,6434.0,2,2,Low,NC,1
2998,2999,Individual,YearEndPush,Online,1991.35,1,5148.0,1,7,Medium,PA,1
2999,3000,Corporate,SpringGrowth,In-Person,3995.79,0,4318.0,5,5,Medium,OH,0
3000,3001,Individual,SpringGrowth,Hybrid,3179.95,0,2765.0,2,16,Low,NY,0
3001,3002,Corporate,WinterBoost,Online,2250.67,1,515.0,4,2,High,MI,0
3002,3003,Individual,SummerSales,In-Person,3729.3,1,8631.0,1,7,Medium,NY,1
3003,3004,Individual,AutumnAwareness,In-Person,3620.75,1,807.0,3,10,Medium,PA,0
3004,3005,Individual,WinterBoost,Online,2555.76,0,2812.0,5,3,High,MI,1
3005,3006,Corporate,WinterBoost,In-Person,3085.98,0,2784.0,0,9,Low,TX,0
3006,3007,Corporate,YearEndPush,Online,2014.61,0,10765.0,4,6,Low,CA,1
3007,3008,Individual,AutumnAwareness,Hybrid,2345.2,0,3466.0,3,13,Low,GA,0
3008,3009,Individual,SummerSales,Online,2609.92,0,5599.0,1,4,Very High,GA,1
3009,3010,Individual,SummerSales,Online,2703.59,0,3603.0,5,8,Medium,NY,0
3010,3011,Individual,SummerSales,Online,2036.2,1,3154.0,4,3,High,FL,1
3011,3012,Individual,WinterBoost,Online,2354.85,0,4542.0,2,19,Low,PA,0
3012,3013,Individual,YearEndPush,Online,2441.2,1,2659.0,6,2,Low,PA,0
3013,3014,Individual,WinterBoost,Online,1712.76,1,16687.0,2,6,Medium,OH,1
3014,3015,Individual,SpringGrowth,Online,1932.46,0,4071.0,2,10,Low,MI,0
3015,3016,Individual,SpringGrowth,Online,2297.33,1,15696.0,4,2,High,OH,1
3016,3017,Corporate,SummerSales,Online,2117.52,1,4730.0,4,8,Low,PA,0
3017,3018,Individual,YearEndPush,In-Person,4151.99,0,3057.0,2,15,Medium,IL,0
3018,3019,Individual,SummerSales,Online,1762.85,1,1829.0,3,2,High,NY,0
3019,3020,Corporate,SummerSales,Online,2320.81,0,2001.0,2,14,High,NC,0
3020,3021,Individual,WinterBoost,In-Person,4077.35,0,13439.0,3,6,Medium,CA,1
3021,3022,Individual,SummerSales,Online,1854.97,1,4859.0,2,16,High,NY,0
3022,3023,Individual,SummerSales,Online,1670.29,1,13780.0,2,2,Low,PA,1
3023,3024,Individual,YearEndPush,Online,2212.08,0,1141.0,0,6,Low,GA,0
3024,3025,Individual,YearEndPush,In-Person,4521.65,1,126.0,2,6,Very High,PA,0
3025,3026,Individual,YearEndPush,In-Person,4458.79,0,11585.0,3,7,High,CA,1
3026,3027,Corporate,SummerSales,Online,1582.81,1,2683.0,5,15,High,PA,0
3027,3028,Individual,YearEndPush,Online,1860.1,1,7518.0,2,4,Very High,FL,1
3028,3029,Individual,YearEndPush,Online,2357.14,0,1152.0,2,15,Very High,OH,0
3029,3030,Individual,AutumnAwareness,Online,1434.62,0,1774.0,5,15,Low,OH,0
3030,3031,Individual,AutumnAwareness,Online,2296.84,1,3155.0,4,6,Low,NC,0
3031,3032,Individual,SpringGrowth,In-Person,4247.72,1,2785.0,5,4,Medium,CA,1
3032,3033,Corporate,WinterBoost,Online,2038.88,1,9352.0,1,2,High,PA,1
3033,3034,Individual,WinterBoost,In-Person,4894.4,1,10226.0,4,4,Medium,IL,1
3034,3035,Individual,YearEndPush,Hybrid,3155.18,1,8546.0,5,7,Low,OH,1
3035,3036,Individual,SpringGrowth,Online,1381.4,0,1758.0,2,12,Medium,PA,0
3036,3037,Individual,SpringGrowth,Hybrid,3764.37,1,13139.0,2,4,Low,FL,1
3037,3038,Non-Profit,AutumnAwareness,Hybrid,3390.41,1,6680.0,4,4,Very High,FL,1
3038,3039,Individual,SpringGrowth,In-Person,4056.62,1,2879.0,2,5,Medium,IL,1
3039,3040,Individual,SummerSales,Online,2279.54,0,4835.0,3,6,Medium,GA,0
3040,3041,Individual,YearEndPush,In-Person,3610.05,0,4051.0,4,5,Medium,NC,0
3041,3042,Non-Profit,SummerSales,Hybrid,2058.44,1,2145.0,3,4,Medium,OH,1
3042,3043,Individual,WinterBoost,In-Person,2936.04,0,3288.0,1,16,Low,OH,0
3043,3044,Individual,AutumnAwareness,Online,1316.37,1,9715.0,1,0,Medium,MI,1
3044,3045,Corporate,SummerSales,In-Person,4753.39,1,1841.0,1,8,Medium,FL,0
3045,3046,Corporate,YearEndPush,Hybrid,2568.86,0,6912.0,3,2,Medium,NY,1
3046,3047,Individual,SummerSales,Online,1494.97,1,4187.0,5,6,Low,MI,0
3047,3048,Individual,SummerSales,In-Person,4800.81,1,6152.0,2,2,Medium,OH,1
